Item #,Deck color,Word to be explained,taboo1,taboo2,taboo3,taboo4,taboo5,target,avg_distance_to_taboo,counts_for_taboo_obs
199,yellow,crayon,wax,children,draw,kids,coloring book,crayon,0.854831471,4
200,yellow,artist,painter,sculptor,canvas,studio,easel,artist,0.512703311,5
201,yellow,flamingo,pink,bird,lawn,long,legs,flamingo,0.880639725,5
202,yellow,duvet,bed,blanket,cover,feathers,quilt,duvet,0.810579537,5
203,yellow,sauna,steam,room,hot,sweat,spa,sauna,0.680210027,5
204,yellow,deck,ship,cards,hit,halls,porch,deck,0.668894044,5
205,yellow,garage,car,park,house,band,door,garage,0.602759659,5
206,yellow,fall,season,spring,winter,down,leaves,fall,0.559111106,5
207,yellow,coincidence,unexpected,occurs,happen,same,chance,coincidence,0.706227019,5
208,yellow,feather,wing,pillow,fly,bird,light,feather,0.745868251,5
209,yellow,chill,cold,ice,night,air,bone,chill,0.720149787,5
210,yellow,field,grass,green,wildflowers,run,picnic,field,0.732221471,5
211,yellow,ice,cube,water,drink,winter,tea,ice,0.650736475,5
212,yellow,jump,rope,off,up,down,high,jump,0.647551978,5
213,yellow,globe,world,map,ball,round,earth,globe,0.820205072,5
214,yellow,cupcake,frosting,party,bake,foil,wars,cupcake,0.804820772,5
215,yellow,spider,eight,legs,insect,black widow,web,spider,0.76390591,4
216,yellow,desert,sahara,cactus,hot,dry,sand,desert,0.610415721,5
217,yellow,forest,trees,national,fires,wood,see,forest,0.615884486,5
219,yellow,customer,store,buy,sell,pay,customer,customer,0.505770802,5
220,yellow,explode,blow,detonate,burst,dynamite,bomb,explode,0.534470403,5
221,yellow,helicopter,blade,ride,chopper,fly,pad,helicopter,0.654251692,5
222,yellow,mop,sweep,bucket,clean,floor,spill,mop,0.742669636,5
223,yellow,pat,tap,back,down,praise,name,pat,0.838220529,5
224,yellow,ghost,Casper,spirit,Halloween,sheet,haunted,ghost,0.691286489,5
225,yellow,island,adventure,ocean,tropical,breeze,Caribbean,island,0.680019103,5
226,yellow,stripes,horizontal,vertical,lines,flag,stars,stripes,0.643609565,5
227,yellow,money,dollars,cents,buy,spend,cash,money,0.500624448,5
228,yellow,swamp,water,mud,marsh,boat,alligator,swamp,0.685014483,5
229,yellow,quick,fast,express,rapid,hasty,swift,quick,0.551363099,5
230,yellow,fake,fraud,con,real,phony,counterfeit,fake,0.583323962,5
231,yellow,pretzel,twisted,salty,snack,dough,mustard,pretzel,0.707264197,5
,yellow,ancient,old,history,past,time,Rome,ancient,0.669580862,5
,yellow,heart,beat,break,attack,burn,love,heart,0.697274652,5
,yellow,license,driver,permit,tag,plate,poetic,license,0.659211674,5
,yellow,garlic,smell,cook,press,pasta,breath,garlic,0.710531117,5
,yellow,moon,night,sky,sun,full,Neil Artmstrong,moon,0.649620727,4
,yellow,germ,disease,spread,virus,bacteria,cold,germ,0.704536152,5
,yellow,jackpot,win,hit,gamble,money,lottery,jackpot,0.732521935,5
,yellow,cobweb,spider,trap,hang,spin,insect,cobweb,0.915608574,5
,yellow,engine,motor,cards,light,train,hood,engine,0.745476132,5
,yellow,chopsticks,wood,piano,utensil,eat,fork,chopsticks,0.779341078,5
,yellow,crash,stock market,accident,car,party,collision,crash,0.51358274,4
,yellow,geyser,Old Faithful,hot,water,shoot,Yellowstone,geyser,0.847031267,4
,yellow,debut,premiere,introduction,first,society,perform,debut,0.699675768,5
,yellow,refrigerator,door,freezer,cold,food,raid,refrigerator,0.64525397,5
,yellow,confetti,paper,scraps,throw,wedding,celebration,confetti,0.761354917,5
,yellow,curfew,date,teenagers,time,rules,home,curfew,0.82280304,5
,yellow,earth,globe,world,planet,ground,mother,earth,0.607283601,5
,yellow,belly button,navel,tummy,ring,cord,lint,belly button,,0
,yellow,chandelier,light,ceiling,fixture,crystal,dining,chandelier,0.707014847,5
,yellow,bulb,light,glass,watt,tulip,plant,bulb,0.67111055,5
,yellow,decipher,decode,interpret,secret,read,figure,decipher,0.694974536,5
,yellow,score,total,music,goal,average,test,score,0.605115467,5
,yellow,newspaper,print,press,daily,reporters,read,newspaper,0.511011553,5
,yellow,knot,tie,rope,loop,shoelace,tangle,knot,0.638760453,5
,yellow,rhyme,poem,sound,words,alike,nursery,rhyme,0.732933026,5
,yellow,costume,Halloween,scary,play,stage,party,costume,0.751154837,5
,yellow,parrot,bird,pet,mimic,speech,imitate,parrot,0.773768503,5
,yellow,nest,bird,eggs,tree,home,build,nest,0.66288467,5
,yellow,kite,fly,wind,string,park,sky,kite,0.809636805,5
,yellow,band,group,rubber,school,orchestra,wedding,band,0.697976193,5
,yellow,lizard,snake,reptile,salamander,chameleon,alligator,lizard,0.535899419,5
,yellow,rug,floor,carpet,oriental,toupee,hairpiece,rug,0.675095338,5
,yellow,gravity,spave,force,earth,weight,physics,gravity,0.636044845,4
,yellow,forecast,weather,future,radio,prediction,news,forecast,0.649416122,5
,yellow,diner,eat,greasy spoon,restaurant,truck stop,50s,diner,0.662537525,3
,yellow,doll,house,baby,toy,girl,paper,doll,0.644362089,5
,yellow,circle,shape,round,ring,friends,full,circle,0.704742572,5
,yellow,invitation,wedding,RSVP,mail,party,friend,invitation,0.743664438,5
,yellow,fajita,Mexican,wrap,cheese,peppers,salsa,fajita,0.843465569,5
,yellow,gallery,art,museum,collections,shower,paintings,gallery,0.541049226,5
,yellow,insomnia,sleep,toss,restless,bed,night,insomnia,0.818023369,5
,yellow,couch,potato,sofa,sit still,furniture,leather,couch,0.615179297,4
,yellow,reindeer,Christmas,Santa,sleigh,Rudolph,red-nosed,reindeer,0.626877421,5
,yellow,break,snap,fractire,separate,rest,lucky,break,0.667479023,4
,yellow,healthy,well,fit,exercise,feel,shape,healthy,0.626632243,5
,yellow,coach,sports,team,leader,improve,teach,coach,0.706082812,5
,yellow,float,swim,raft,parade,root beer,water,float,0.663756654,4
,yellow,shuffle,cards,feet,dance,walk,board,shuffle,0.847258535,5
,yellow,heist,robber,thief,steal,art,Gene Hackman,heist,0.636134584,4
,yellow,nutcracker,ballet,open,suite,Christmas,dance,nutcracker,0.762957154,5
,yellow,fan,ceiling,air conditioner,cool,cheer,mail,fan,0.757551294,4
,yellow,honey,bees,sweetheart,bear,shrunk,hive,honey,0.704981618,5
,yellow,pomegranate,fruit,tree,health,juice,red,pomegranate,0.714641367,5
,yellow,clumsy,awkward,uncoordinated,drop,oaf,klutz,clumsy,0.692357538,5
,yellow,sip,drink,taste,wine,take,straw,sip,0.746446942,5
,yellow,cream,coffee,tea,milk,ice,whipped,cream,0.517458016,5
,yellow,brown,color,beige,black,golden,sugar,brown,0.613066983,5
,yellow,map,find,drive,lost,route,road,map,0.787066767,5
